編號,年份,月,日,星期,號碼1,號碼2,號碼3,號碼4,號碼5
201800197,2018,08,17,5,03 , 07 , 13 , 21 , 22,
201800198,2018,08,18,6,14 , 16 , 20 , 22 , 26,
201800199,2018,08,20,1,03 , 10 , 15 , 22 , 28,
201800200,2018,08,21,2,09 , 14 , 20 , 34 , 38,
201800201,2018,08,22,3,01 , 12 , 31 , 32 , 36,
201800202,2018,08,23,4,04 , 08 , 11 , 36 , 38,
201800203,2018,08,24,5,15 , 17 , 21 , 27 , 29,
201800204,2018,08,25,6,12 , 13 , 15 , 29 , 36,
201800205,2018,08,27,1,06 , 15 , 21 , 26 , 29,
201800206,2018,08,28,2,03 , 11 , 26 , 33 , 36,
201800207,2018,08,29,3,05 , 15 , 16 , 34 , 38,
201800208,2018,08,30,4,01 , 13 , 21 , 24 , 36,
201800209,2018,08,31,5,02 , 04 , 06 , 14 , 18,
201800210,2018,09,01,6,04 , 10 , 20 , 26 , 34,
201800211,2018,09,03,1,08 , 28 , 33 , 35 , 36,
201800212,2018,09,04,2,07 , 13 , 17 , 28 , 38,
201800213,2018,09,05,3,01 , 05 , 31 , 37 , 39,
201800214,2018,09,06,4,02 , 10 , 11 , 25 , 37,
201800215,2018,09,07,5,19 , 23 , 27 , 31 , 32,
201800216,2018,09,08,6,02 , 19 , 21 , 25 , 31,
201800217,2018,09,10,1,02 , 21 , 24 , 25 , 37,
201800218,2018,09,11,2,13 , 20 , 28 , 29 , 37,
201800219,2018,09,12,3,04 , 15 , 28 , 33 , 38,
201800220,2018,09,13,4,01 , 09 , 21 , 25 , 35,
201800221,2018,09,14,5,02 , 03 , 12 , 20 , 39,
201800222,2018,09,15,6,05 , 20 , 22 , 24 , 27,
201800223,2018,09,17,1,08 , 11 , 22 , 23 , 26,
201800224,2018,09,18,2,07 , 09 , 15 , 24 , 25,
201800225,2018,09,19,3,01 , 04 , 24 , 26 , 32,
201800226,2018,09,20,4,14 , 24 , 28 , 31 , 39,
201800227,2018,09,21,5,01 , 02 , 12 , 27 , 34,
201800228,2018,09,22,6,04 , 09 , 25 , 31 , 34,
201800229,2018,09,24,1,09 , 21 , 22 , 28 , 38,
201800230,2018,09,25,2,05 , 07 , 20 , 38 , 39,
201800231,2018,09,26,3,02 , 26 , 32 , 34 , 38,
201800232,2018,09,27,4,14 , 16 , 19 , 23 , 27,
201800233,2018,09,28,5,11 , 19 , 21 , 24 , 25,
201800234,2018,09,29,6,09 , 12 , 25 , 28 , 37,
201800235,2018,10,01,1,04 , 11 , 23 , 25 , 36,
201800236,2018,10,02,2,09 , 21 , 27 , 33 , 34,
201800237,2018,10,03,3,03 , 15 , 26 , 30 , 38,
201800238,2018,10,04,4,14 , 17 , 23 , 28 , 30,
201800239,2018,10,05,5,15 , 18 , 20 , 28 , 29,
201800240,2018,10,06,6,01 , 07 , 08 , 13 , 28,
201800241,2018,10,08,1,07 , 25 , 29 , 32 , 36,
201800242,2018,10,09,2,04 , 09 , 14 , 15 , 21,
201800243,2018,10,10,3,02 , 09 , 14 , 22 , 37,
201800244,2018,10,11,4,14 , 16 , 27 , 32 , 35,
201800245,2018,10,12,5,24 , 25 , 26 , 35 , 38,
201800246,2018,10,13,6,11 , 16 , 22 , 27 , 36,
201800247,2018,10,15,1,19 , 28 , 34 , 38 , 39,
201800248,2018,10,16,2,01 , 05 , 19 , 29 , 39,
201800249,2018,10,17,3,01 , 23 , 30 , 37 , 39,
201800250,2018,10,18,4,01 , 05 , 07 , 13 , 34,
201800251,2018,10,19,5,02 , 06 , 14 , 25 , 26,
201800252,2018,10,20,6,06 , 18 , 30 , 36 , 37,
201800253,2018,10,22,1,08 , 17 , 21 , 24 , 28,
201800254,2018,10,23,2,01 , 03 , 18 , 22 , 35,
201800255,2018,10,24,3,06 , 29 , 31 , 32 , 39,
201800256,2018,10,25,4,08 , 15 , 19 , 27 , 36,
201800257,2018,10,26,5,07 , 21 , 22 , 36 , 38,
201800258,2018,10,27,6,06 , 18 , 19 , 31 , 32,
201800259,2018,10,29,1,14 , 17 , 20 , 34 , 38,
201800260,2018,10,30,2,06 , 12 , 20 , 25 , 35,
201800261,2018,10,31,3,12 , 13 , 15 , 25 , 28,
201800262,2018,11,01,4,14 , 26 , 28 , 31 , 37,
201800263,2018,11,02,5,01 , 23 , 25 , 26 , 34,
201800264,2018,11,03,6,10 , 12 , 19 , 24 , 32,
201800265,2018,11,05,1,01 , 17 , 26 , 33 , 37,
201800266,2018,11,06,2,05 , 18 , 21 , 30 , 31,
201800267,2018,11,07,3,06 , 10 , 13 , 19 , 31,
201800268,2018,11,08,4,04 , 07 , 16 , 31 , 35,
201800269,2018,11,09,5,10 , 27 , 30 , 33 , 35,
201800270,2018,11,10,6,04 , 09 , 18 , 32 , 38,
201800271,2018,11,12,1,03 , 06 , 18 , 25 , 38,
201800272,2018,11,13,2,06 , 11 , 12 , 25 , 37,
201800273,2018,11,14,3,16 , 25 , 29 , 32 , 35,
201800274,2018,11,15,4,04 , 10 , 14 , 18 , 22,
201800275,2018,11,16,5,01 , 13 , 17 , 33 , 38,
201800276,2018,11,17,6,02 , 04 , 13 , 14 , 16,
201800277,2018,11,19,1,02 , 08 , 10 , 19 , 36,
201800278,2018,11,20,2,15 , 27 , 28 , 30 , 31,
201800279,2018,11,21,3,19 , 24 , 27 , 31 , 39,
201800280,2018,11,22,4,02 , 06 , 08 , 13 , 25,
201800281,2018,11,23,5,08 , 17 , 18 , 33 , 34,
201800282,2018,11,24,6,01 , 02 , 07 , 31 , 39,
201800283,2018,11,26,1,04 , 13 , 17 , 19 , 35,
201800284,2018,11,27,2,08 , 16 , 25 , 33 , 36,
201800285,2018,11,28,3,04 , 06 , 20 , 23 , 37,
201800286,2018,11,29,4,03 , 05 , 12 , 26 , 29,
201800287,2018,11,30,5,04 , 07 , 12 , 37 , 39,
201800288,2018,12,01,6,01 , 04 , 08 , 12 , 14,
201800289,2018,12,03,1,12 , 18 , 19 , 28 , 29,
201800290,2018,12,04,2,02 , 14 , 25 , 33 , 39,
201800291,2018,12,05,3,04 , 10 , 16 , 17 , 31,
201800292,2018,12,06,4,09 , 18 , 22 , 24 , 38,
201800293,2018,12,07,5,12 , 14 , 15 , 29 , 32,
201800294,2018,12,08,6,02 , 22 , 23 , 27 , 38,
201800295,2018,12,10,1,09 , 16 , 20 , 31 , 34,
201800296,2018,12,11,2,03 , 05 , 22 , 29 , 34,
201800297,2018,12,12,3,12 , 14 , 21 , 22 , 25,
201800298,2018,12,13,4,02 , 15 , 17 , 27 , 35,
201800299,2018,12,14,5,19 , 27 , 33 , 35 , 36,
201800300,2018,12,15,6,01 , 12 , 24 , 26 , 38,
201800301,2018,12,17,1,04 , 05 , 07 , 25 , 36,
201800302,2018,12,18,2,04 , 16 , 18 , 23 , 34,
201800303,2018,12,19,3,08 , 20 , 23 , 28 , 36,
201800304,2018,12,20,4,06 , 07 , 10 , 16 , 32,
201800305,2018,12,21,5,03 , 04 , 12 , 30 , 33,
201800306,2018,12,22,6,06 , 10 , 14 , 18 , 38,
201800307,2018,12,24,1,09 , 10 , 20 , 27 , 39,
201800308,2018,12,25,2,03 , 04 , 08 , 34 , 39,
201800309,2018,12,26,3,12 , 14 , 22 , 23 , 26,
201800310,2018,12,27,4,11 , 29 , 30 , 32 , 34,
201800311,2018,12,28,5,10 , 12 , 14 , 34 , 37,
201800312,2018,12,29,6,01 , 10 , 29 , 34 , 38,
201800313,2018,12,31,1,07 , 11 , 21 , 27 , 30,
201900001,2019,01,01,2,12 , 30 , 33 , 36 , 38,
201900002,2019,01,02,3,04 , 05 , 09 , 18 , 39,
201900003,2019,01,03,4,05 , 19 , 21 , 24 , 28,
201900004,2019,01,04,5,06 , 08 , 21 , 29 , 37,
201900005,2019,01,05,6,09 , 10 , 14 , 23 , 36,
201900006,2019,01,07,1,04 , 08 , 20 , 33 , 34,
201900007,2019,01,08,2,06 , 11 , 13 , 26 , 37,
201900008,2019,01,09,3,02 , 21 , 27 , 34 , 35,
201900009,2019,01,10,4,01 , 06 , 26 , 27 , 30,
201900010,2019,01,11,5,04 , 08 , 18 , 38 , 39,
201900011,2019,01,12,6,05 , 15 , 17 , 22 , 37,
201900012,2019,01,14,1,01 , 08 , 13 , 16 , 36,
201900013,2019,01,15,2,06 , 13 , 22 , 30 , 38,
201900014,2019,01,16,3,14 , 18 , 21 , 25 , 39,
201900015,2019,01,17,4,08 , 12 , 20 , 21 , 27,
201900016,2019,01,18,5,12 , 18 , 22 , 24 , 35,
201900017,2019,01,19,6,11 , 12 , 19 , 36 , 37,
201900018,2019,01,21,1,06 , 09 , 12 , 20 , 21,
201900019,2019,01,22,2,14 , 16 , 22 , 28 , 31,
201900020,2019,01,23,3,01 , 08 , 14 , 26 , 34,
201900021,2019,01,24,4,05 , 09 , 14 , 23 , 35,
201900022,2019,01,25,5,02 , 06 , 25 , 30 , 31,
201900023,2019,01,26,6,01 , 02 , 09 , 20 , 30,
201900024,2019,01,28,1,01 , 13 , 20 , 24 , 29,
201900025,2019,01,29,2,04 , 26 , 29 , 33 , 34,
201900026,2019,01,30,3,03 , 08 , 13 , 17 , 38,
201900027,2019,01,31,4,02 , 09 , 25 , 26 , 39,
201900028,2019,02,01,5,18 , 29 , 33 , 34 , 35,
201900029,2019,02,02,6,24 , 25 , 26 , 34 , 37,
201900030,2019,02,04,1,03 , 07 , 19 , 24 , 26,
201900031,2019,02,05,2,07 , 09 , 11 , 15 , 26,
201900032,2019,02,06,3,01 , 04 , 12 , 22 , 23,
201900033,2019,02,07,4,04 , 06 , 27 , 32 , 37,
201900034,2019,02,08,5,12 , 28 , 29 , 31 , 34,
201900035,2019,02,09,6,01 , 03 , 06 , 33 , 34,
201900036,2019,02,11,1,11 , 13 , 21 , 22 , 29,
201900037,2019,02,12,2,21 , 29 , 30 , 33 , 35,
201900038,2019,02,13,3,04 , 05 , 12 , 26 , 30,
201900039,2019,02,14,4,14 , 15 , 26 , 32 , 38,
201900040,2019,02,15,5,01 , 09 , 10 , 28 , 31,
201900041,2019,02,16,6,14 , 16 , 17 , 28 , 38,
201900042,2019,02,18,1,01 , 28 , 32 , 37 , 39,
201900043,2019,02,19,2,12 , 16 , 25 , 30 , 37,
201900044,2019,02,20,3,14 , 15 , 18 , 21 , 35,
201900045,2019,02,21,4,04 , 10 , 14 , 26 , 35,
201900046,2019,02,22,5,09 , 29 , 33 , 34 , 36,
201900047,2019,02,23,6,04 , 14 , 19 , 26 , 35,
201900048,2019,02,25,1,02 , 19 , 27 , 33 , 37,
201900049,2019,02,26,2,12 , 14 , 22 , 35 , 38,
201900050,2019,02,27,3,05 , 08 , 13 , 25 , 34,
201900051,2019,02,28,4,02 , 07 , 10 , 21 , 33,
201900052,2019,03,01,5,11 , 13 , 17 , 25 , 30,
201900053,2019,03,02,6,03 , 06 , 11 , 19 , 26,
201900054,2019,03,04,1,09 , 11 , 13 , 24 , 39,
201900055,2019,03,05,2,05 , 17 , 25 , 32 , 35,
201900056,2019,03,06,3,16 , 20 , 23 , 33 , 38,
201900057,2019,03,07,4,07 , 18 , 20 , 33 , 35,
201900058,2019,03,08,5,07 , 08 , 17 , 28 , 33,
201900059,2019,03,09,6,16 , 20 , 21 , 33 , 37,
201900060,2019,03,11,1,06 , 08 , 16 , 26 , 30,
201900061,2019,03,12,2,05 , 13 , 24 , 25 , 32,
201900062,2019,03,13,3,07 , 12 , 20 , 30 , 39,
201900063,2019,03,14,4,03 , 05 , 09 , 17 , 38,
201900064,2019,03,15,5,15 , 26 , 27 , 32 , 33,
201900065,2019,03,16,6,11 , 13 , 15 , 31 , 34,
201900066,2019,03,18,1,04 , 31 , 32 , 33 , 38,
201900067,2019,03,19,2,02 , 06 , 18 , 34 , 39,
201900068,2019,03,20,3,01 , 07 , 19 , 24 , 32,
201900069,2019,03,21,4,21 , 22 , 28 , 29 , 31,
201900070,2019,03,22,5,10 , 16 , 18 , 32 , 33,
201900071,2019,03,23,6,11 , 18 , 21 , 26 , 32,
201900072,2019,03,25,1,06 , 13 , 20 , 26 , 32,
201900073,2019,03,26,2,04 , 29 , 30 , 32 , 34,
201900074,2019,03,27,3,22 , 23 , 27 , 30 , 39,
201900075,2019,03,28,4,03 , 06 , 15 , 17 , 18,
201900076,2019,03,29,5,03 , 19 , 25 , 33 , 38,
201900077,2019,03,30,6,15 , 23 , 32 , 33 , 35,
201900078,2019,04,01,1,06 , 14 , 22 , 23 , 30,
201900079,2019,04,02,2,08 , 12 , 17 , 24 , 30,
201900080,2019,04,03,3,03 , 14 , 27 , 34 , 39,
201900081,2019,04,04,4,05 , 13 , 14 , 24 , 31,
201900082,2019,04,05,5,02 , 06 , 21 , 23 , 28,
201900083,2019,04,06,6,04 , 10 , 21 , 24 , 37,
201900084,2019,04,08,1,06 , 16 , 20 , 33 , 38,
201900085,2019,04,09,2,03 , 18 , 22 , 28 , 35,
201900086,2019,04,10,3,07 , 27 , 28 , 31 , 35,
201900087,2019,04,11,4,13 , 15 , 21 , 26 , 35,
201900088,2019,04,12,5,01 , 20 , 23 , 30 , 31,
201900089,2019,04,13,6,14 , 16 , 18 , 27 , 38,
201900090,2019,04,15,1,03 , 17 , 24 , 32 , 34,
201900091,2019,04,16,2,08 , 14 , 26 , 27 , 37,
201900092,2019,04,17,3,17 , 25 , 28 , 36 , 38,
201900093,2019,04,18,4,07 , 14 , 20 , 27 , 30,
201900094,2019,04,19,5,06 , 10 , 15 , 16 , 21,
201900095,2019,04,20,6,18 , 21 , 24 , 33 , 34,
201900096,2019,04,22,1,01 , 06 , 15 , 25 , 36,
201900097,2019,04,23,2,17 , 22 , 30 , 34 , 39,
201900098,2019,04,24,3,06 , 13 , 22 , 23 , 34,
201900099,2019,04,25,4,06 , 12 , 17 , 32 , 34,
201900100,2019,04,26,5,01 , 05 , 09 , 13 , 23,
201900101,2019,04,27,6,13 , 15 , 17 , 24 , 25,
201900102,2019,04,29,1,11 , 21 , 26 , 31 , 33,
201900103,2019,04,30,2,06 , 08 , 25 , 28 , 31,
201900104,2019,05,01,3,10 , 23 , 28 , 38 , 39,
201900105,2019,05,02,4,03 , 04 , 13 , 33 , 36,
201900106,2019,05,03,5,07 , 24 , 31 , 32 , 38,
201900107,2019,05,04,6,01 , 03 , 12 , 20 , 24,
201900108,2019,05,06,1,20 , 24 , 25 , 35 , 37,
201900109,2019,05,07,2,05 , 21 , 23 , 25 , 34,
201900110,2019,05,08,3,01 , 03 , 05 , 11 , 39,
201900111,2019,05,09,4,17 , 19 , 23 , 27 , 36,
201900112,2019,05,10,5,02 , 09 , 11 , 13 , 14,
201900113,2019,05,11,6,02 , 09 , 11 , 25 , 33,
201900114,2019,05,13,1,19 , 28 , 33 , 34 , 35,
201900115,2019,05,14,2,05 , 07 , 14 , 35 , 38,
201900116,2019,05,15,3,14 , 15 , 22 , 23 , 27,
201900117,2019,05,16,4,08 , 13 , 15 , 17 , 39,
201900118,2019,05,17,5,08 , 09 , 13 , 22 , 30,
201900119,2019,05,18,6,01 , 07 , 11 , 17 , 29,
201900120,2019,05,20,1,02 , 20 , 22 , 25 , 32,
201900121,2019,05,21,2,01 , 23 , 29 , 34 , 36,
201900122,2019,05,22,3,01 , 25 , 31 , 34 , 37,
201900123,2019,05,23,4,15 , 16 , 26 , 30 , 32,
201900124,2019,05,24,5,19 , 26 , 29 , 33 , 39,
201900125,2019,05,25,6,08 , 23 , 28 , 36 , 38,
201900126,2019,05,27,1,09 , 10 , 21 , 33 , 39,
201900127,2019,05,28,2,07 , 17 , 21 , 22 , 29,
201900128,2019,05,29,3,07 , 12 , 14 , 16 , 31,
201900129,2019,05,30,4,12 , 16 , 28 , 33 , 37,
201900130,2019,05,31,5,05 , 07 , 20 , 25 , 32,
201900131,2019,06,01,6,14 , 17 , 18 , 19 , 28,
201900132,2019,06,03,1,16 , 19 , 21 , 36 , 38,
201900133,2019,06,04,2,02 , 05 , 19 , 27 , 35,
201900134,2019,06,05,3,09 , 12 , 31 , 36 , 38,
201900135,2019,06,06,4,07 , 08 , 14 , 19 , 34,
201900136,2019,06,07,5,05 , 09 , 16 , 30 , 33,
201900137,2019,06,08,6,01 , 06 , 13 , 18 , 22,
201900138,2019,06,10,1,07 , 09 , 19 , 20 , 35,
201900139,2019,06,11,2,05 , 07 , 09 , 31 , 36,
201900140,2019,06,12,3,03 , 13 , 17 , 23 , 29,
201900141,2019,06,13,4,19 , 21 , 27 , 33 , 35,
201900142,2019,06,14,5,14 , 18 , 20 , 24 , 33,
201900143,2019,06,15,6,03 , 09 , 17 , 20 , 23,
201900144,2019,06,17,1,18 , 22 , 24 , 29 , 33,
201900145,2019,06,18,2,05 , 06 , 08 , 20 , 32,
201900146,2019,06,19,3,01 , 04 , 08 , 31 , 34,
201900147,2019,06,20,4,01 , 12 , 27 , 35 , 36,
201900148,2019,06,21,5,04 , 06 , 28 , 35 , 36,
201900149,2019,06,22,6,14 , 15 , 21 , 25 , 27,
201900150,2019,06,24,1,09 , 18 , 21 , 33 , 37,
201900151,2019,06,25,2,04 , 11 , 13 , 21 , 28,
201900152,2019,06,26,3,01 , 24 , 25 , 27 , 36,
201900153,2019,06,27,4,02 , 06 , 21 , 27 , 33,
201900154,2019,06,28,5,08 , 17 , 19 , 25 , 34,
201900155,2019,06,29,6,02 , 20 , 22 , 24 , 35,
201900156,2019,07,01,1,01 , 02 , 10 , 23 , 25,
201900157,2019,07,02,2,02 , 09 , 11 , 12 , 16,
201900158,2019,07,03,3,04 , 06 , 25 , 28 , 34,
201900159,2019,07,04,4,11 , 20 , 32 , 38 , 39,
201900160,2019,07,05,5,01 , 11 , 33 , 38 , 39,
201900161,2019,07,06,6,09 , 19 , 28 , 29 , 32,
201900162,2019,07,08,1,04 , 18 , 21 , 23 , 24,
201900163,2019,07,09,2,05 , 08 , 17 , 24 , 39,
201900164,2019,07,10,3,03 , 27 , 29 , 30 , 32,
201900165,2019,07,11,4,15 , 25 , 26 , 28 , 39,
201900166,2019,07,12,5,15 , 17 , 22 , 24 , 25,
201900167,2019,07,13,6,14 , 18 , 19 , 22 , 30,
201900168,2019,07,15,1,13 , 18 , 22 , 23 , 24,
201900169,2019,07,16,2,05 , 09 , 19 , 26 , 39,
201900170,2019,07,17,3,08 , 17 , 23 , 26 , 27,
201900171,2019,07,18,4,16 , 18 , 22 , 33 , 38,
201900172,2019,07,19,5,09 , 16 , 17 , 26 , 34,
201900173,2019,07,20,6,01 , 07 , 14 , 16 , 28,
201900174,2019,07,22,1,19 , 20 , 25 , 32 , 34,
201900175,2019,07,23,2,04 , 10 , 12 , 23 , 25,
201900176,2019,07,24,3,13 , 14 , 28 , 29 , 32,
201900177,2019,07,25,4,14 , 17 , 24 , 36 , 37,
201900178,2019,07,26,5,02 , 03 , 21 , 28 , 37,
201900179,2019,07,27,6,07 , 09 , 24 , 34 , 38,
201900180,2019,07,29,1,05 , 07 , 09 , 19 , 30,
201900181,2019,07,30,2,09 , 10 , 16 , 19 , 25,
201900182,2019,07,31,3,19 , 32 , 35 , 38 , 39,
201900183,2019,08,01,4,01 , 02 , 03 , 10 , 17,
201900184,2019,08,02,5,04 , 23 , 31 , 33 , 39,
201900185,2019,08,03,6,19 , 21 , 23 , 34 , 36,
201900186,2019,08,05,1,01 , 05 , 11 , 16 , 22,
201900187,2019,08,06,2,04 , 05 , 11 , 15 , 28,
201900188,2019,08,07,3,07 , 22 , 23 , 32 , 37,
201900189,2019,08,08,4,12 , 26 , 32 , 35 , 36,
201900190,2019,08,09,5,13 , 19 , 25 , 26 , 33,
201900191,2019,08,10,6,14 , 17 , 30 , 33 , 38,
201900192,2019,08,12,1,08 , 20 , 35 , 36 , 39,
201900193,2019,08,13,2,10 , 16 , 18 , 22 , 24,
201900194,2019,08,14,3,06 , 10 , 32 , 37 , 38,
201900195,2019,08,15,4,01 , 12 , 23 , 38 , 39,
201900196,2019,08,16,5,07 , 13 , 19 , 31 , 37,
201900197,2019,08,17,6,05 , 11 , 12 , 16 , 28,
201900198,2019,08,19,1,01 , 09 , 17 , 21 , 31,
201900199,2019,08,20,2,01 , 11 , 20 , 32 , 38,
201900200,2019,08,21,3,01 , 09 , 17 , 20 , 26,
201900201,2019,08,22,4,03 , 12 , 29 , 34 , 38,
201900202,2019,08,23,5,09 , 14 , 21 , 26 , 28,
201900203,2019,08,24,6,03 , 15 , 19 , 21 , 39,
201900204,2019,08,26,1,05 , 11 , 15 , 34 , 35,
201900205,2019,08,27,2,01 , 08 , 13 , 17 , 19,
201900206,2019,08,28,3,04 , 11 , 15 , 22 , 33,
201900207,2019,08,29,4,02 , 11 , 16 , 31 , 35,
201900208,2019,08,30,5,09 , 10 , 26 , 30 , 32,
201900209,2019,08,31,6,03 , 10 , 26 , 35 , 36,
201900210,2019,09,02,1,01 , 02 , 11 , 12 , 15,
201900211,2019,09,03,2,02 , 03 , 24 , 25 , 32,
201900212,2019,09,04,3,06 , 09 , 11 , 13 , 15,
201900213,2019,09,05,4,17 , 24 , 26 , 28 , 39,
201900214,2019,09,06,5,03 , 06 , 15 , 18 , 26,
201900215,2019,09,07,6,01 , 02 , 29 , 34 , 35,
201900216,2019,09,09,1,01 , 03 , 09 , 10 , 31,
201900217,2019,09,10,2,12 , 15 , 23 , 31 , 36,
201900218,2019,09,11,3,06 , 08 , 10 , 21 , 25,
201900219,2019,09,12,4,12 , 23 , 27 , 30 , 37,
201900220,2019,09,13,5,04 , 14 , 16 , 31 , 35,
201900221,2019,09,14,6,02 , 04 , 24 , 35 , 37,
201900222,2019,09,16,1,10 , 20 , 24 , 38 , 39,
201900223,2019,09,17,2,08 , 10 , 15 , 25 , 37,
201900224,2019,09,18,3,04 , 16 , 22 , 23 , 32,
201900225,2019,09,19,4,07 , 25 , 28 , 32 , 35,
201900226,2019,09,20,5,20 , 23 , 24 , 27 , 38,
201900227,2019,09,21,6,07 , 12 , 21 , 29 , 39,
201900228,2019,09,23,1,18 , 28 , 30 , 33 , 34,
201900229,2019,09,24,2,11 , 15 , 18 , 24 , 37,
201900230,2019,09,25,3,03 , 06 , 20 , 29 , 36,
201900231,2019,09,26,4,02 , 12 , 18 , 22 , 38,
201900232,2019,09,27,5,08 , 11 , 26 , 32 , 38,
201900233,2019,09,28,6,02 , 14 , 23 , 27 , 38,
201900234,2019,09,30,1,04 , 15 , 16 , 26 , 34,
201900235,2019,10,01,2,05 , 25 , 28 , 37 , 39,
201900236,2019,10,02,3,03 , 11 , 24 , 27 , 29,
201900237,2019,10,03,4,07 , 24 , 28 , 31 , 36,
201900238,2019,10,04,5,01 , 02 , 13 , 22 , 36,
201900239,2019,10,05,6,08 , 11 , 12 , 13 , 15,
201900240,2019,10,07,1,01 , 13 , 16 , 18 , 26,
201900241,2019,10,08,2,01 , 02 , 12 , 29 , 32,
201900242,2019,10,09,3,01 , 08 , 19 , 20 , 36,
201900243,2019,10,10,4,17 , 26 , 29 , 31 , 35,
201900244,2019,10,11,5,01 , 15 , 24 , 28 , 35,
201900245,2019,10,12,6,06 , 11 , 15 , 26 , 39,
201900246,2019,10,14,1,10 , 14 , 17 , 27 , 28,
201900247,2019,10,15,2,06 , 19 , 23 , 25 , 26,
201900248,2019,10,16,3,01 , 02 , 11 , 33 , 34,
201900249,2019,10,17,4,05 , 18 , 21 , 31 , 37,
201900250,2019,10,18,5,03 , 04 , 11 , 26 , 28,
201900251,2019,10,19,6,09 , 11 , 12 , 25 , 37,
201900252,2019,10,21,1,24 , 25 , 27 , 32 , 39,
201900253,2019,10,22,2,05 , 22 , 24 , 25 , 38,
201900254,2019,10,23,3,12 , 18 , 26 , 30 , 34,
201900255,2019,10,24,4,03 , 13 , 16 , 25 , 29,
201900256,2019,10,25,5,05 , 23 , 26 , 31 , 32,
201900257,2019,10,26,6,03 , 15 , 20 , 25 , 35,
201900258,2019,10,28,1,02 , 03 , 23 , 26 , 31,
201900259,2019,10,29,2,01 , 03 , 23 , 28 , 36,
201900260,2019,10,30,3,01 , 07 , 10 , 25 , 26,
201900261,2019,10,31,4,02 , 23 , 30 , 32 , 37,
201900262,2019,11,01,5,04 , 16 , 26 , 27 , 29,
201900263,2019,11,02,6,09 , 10 , 12 , 25 , 32,
201900264,2019,11,04,1,14 , 23 , 28 , 32 , 34,
201900265,2019,11,05,2,02 , 14 , 22 , 30 , 34,
201900266,2019,11,06,3,01 , 04 , 06 , 27 , 38,
201900267,2019,11,07,4,10 , 11 , 17 , 22 , 32,
201900268,2019,11,08,5,07 , 19 , 20 , 22 , 31,
201900269,2019,11,09,6,01 , 18 , 19 , 21 , 33,
201900270,2019,11,11,1,22 , 23 , 27 , 29 , 39,
201900271,2019,11,12,2,02 , 08 , 18 , 19 , 28,
201900272,2019,11,13,3,06 , 16 , 26 , 35 , 38,
201900273,2019,11,14,4,03 , 06 , 12 , 14 , 31,
201900274,2019,11,15,5,16 , 19 , 26 , 27 , 29,
201900275,2019,11,16,6,03 , 11 , 23 , 24 , 29,
201900276,2019,11,18,1,03 , 05 , 10 , 11 , 32,
201900277,2019,11,19,2,05 , 18 , 33 , 36 , 38,
201900278,2019,11,20,3,01 , 04 , 22 , 32 , 34,
201900279,2019,11,21,4,01 , 03 , 15 , 26 , 39,
201900280,2019,11,22,5,13 , 14 , 21 , 24 , 36,
201900281,2019,11,23,6,04 , 08 , 11 , 12 , 22,
201900282,2019,11,25,1,11 , 16 , 19 , 20 , 25,
201900283,2019,11,26,2,10 , 14 , 28 , 35 , 37,
201900284,2019,11,27,3,05 , 20 , 21 , 24 , 34,
201900285,2019,11,28,4,07 , 13 , 14 , 21 , 39,
201900286,2019,11,29,5,01 , 04 , 08 , 17 , 29,
201900287,2019,11,30,6,01 , 13 , 17 , 29 , 34,
201900288,2019,12,02,1,02 , 06 , 20 , 25 , 26,
201900289,2019,12,03,2,04 , 11 , 16 , 22 , 23,
201900290,2019,12,04,3,04 , 09 , 20 , 23 , 24,
201900291,2019,12,05,4,03 , 23 , 27 , 29 , 34,
201900292,2019,12,06,5,06 , 09 , 17 , 27 , 39,
201900293,2019,12,07,6,11 , 16 , 27 , 34 , 35,
201900294,2019,12,09,1,12 , 20 , 23 , 32 , 39,
201900295,2019,12,10,2,09 , 11 , 29 , 37 , 38,
201900296,2019,12,11,3,06 , 18 , 27 , 34 , 37,
201900297,2019,12,12,4,01 , 05 , 20 , 26 , 28,
201900298,2019,12,13,5,08 , 11 , 25 , 32 , 34,
201900299,2019,12,14,6,09 , 20 , 23 , 26 , 39,
201900300,2019,12,16,1,10 , 22 , 25 , 32 , 37,
201900301,2019,12,17,2,03 , 22 , 28 , 33 , 39,
201900302,2019,12,18,3,02 , 15 , 19 , 30 , 33,
201900303,2019,12,19,4,01 , 10 , 28 , 36 , 37,
201900304,2019,12,20,5,01 , 25 , 28 , 31 , 32,
201900305,2019,12,21,6,01 , 19 , 23 , 31 , 32,
201900306,2019,12,23,1,06 , 13 , 16 , 22 , 34,
201900307,2019,12,24,2,22 , 23 , 28 , 36 , 38,
201900308,2019,12,25,3,07 , 09 , 13 , 14 , 37,
201900309,2019,12,26,4,02 , 14 , 21 , 27 , 38,
201900310,2019,12,27,5,07 , 13 , 32 , 33 , 38,
201900311,2019,12,28,6,06 , 22 , 30 , 36 , 39,
201900312,2019,12,30,1,08 , 10 , 14 , 16 , 20,
201900313,2019,12,31,2,01 , 14 , 25 , 26 , 32,
202000001,2020,01,01,3,01 , 22 , 26 , 27 , 39,
202000002,2020,01,02,4,01 , 06 , 11 , 23 , 27,
202000003,2020,01,03,5,01 , 03 , 08 , 18 , 31,
202000004,2020,01,04,6,23 , 25 , 29 , 30 , 32,
202000005,2020,01,06,1,14 , 16 , 27 , 28 , 34,
202000006,2020,01,07,2,10 , 11 , 28 , 37 , 38,
